"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Okna","Dostepne od"
"1:136","38 m²","pelna wlasnosc","2 ","do zamieszkania","5/10","zapytaj","520 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","tak","telewizja kablowa, internet",NA,NA,"wielka plyta","325 000 zl","https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-2-pok-na-osi-zawadzkiego-ID4gYn9","szczecin","piwnica",NA,NA
"1:137","31 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","parter/4","ogródek","370 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1976","blok","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble, piekarnik, kuchenka",NA,"296 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-31-m-2-pomorzany-ID49RgG","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:138","36,03 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","2023","blok","nie","internet","domofon / wideofon, rolety antywlamaniowe",NA,"silikat","288 240 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-ogrodkiem-b9m4-bukowo-polnoc-ID4fA2C","szczecin",NA,"plastikowe","2023-12-30"
"1:139","33,02 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowy-apartament-silver-forest-4-17-ID4eF76","szczecin",NA,NA,NA
"1:140","35,7 m²","pelna wlasnosc","1 ","do remontu","parter/3","balkon, ogródek, taras","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2008","blok","nie",NA,NA,"meble","silikat","299 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-z-balkonem-i-ogrodkiem-ID4gXq6","szczecin","piwnica","plastikowe",NA
"1:141","31,3 m²","spóldzielcze wlasnosciowe","1 ","do remontu","4/10","balkon","350 zl","zapytaj","Wirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","1985","blok","tak",NA,NA,NA,"wielka plyta","265 000 zl","https://www.otodom.pl/pl/oferta/super-lokalizacja-duza-kawalerka-ID4gVX8","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:142","30 m²","pelna wlasnosc","1 ","do zamieszkania","> 10/27","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2020","apartamentowiec","tak",NA,"monitoring / ochrona",NA,"silikat","619 000 zl","https://www.otodom.pl/pl/oferta/w-trakcie-wykanczania-kawal-30-m2-hanza-tower-ID4fTgu","szczecin",NA,NA,NA
"1:143","37,77 m²","pelna wlasnosc","2 ","do zamieszkania","1/6","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"498 564 zl","https://www.otodom.pl/pl/oferta/4-ostatnie-mieszkania-33-38m2-w-tym-etapiesprawdz-ID4gVBM","szczecin","pom. uzytkowe","plastikowe","2024-12-02"
"1:144","33,31 m²","pelna wlasnosc","1 ","do zamieszkania","1/6","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"393 058 zl","https://www.otodom.pl/pl/oferta/apartamenty-z-widokiem-na-odre-juz-od-393-058-zl-ID4gVBL","szczecin","pom. uzytkowe","plastikowe","2024-12-02"
"1:145","37,86 m²","pelna wlasnosc","1 ","zapytaj","parter/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","tak",NA,"monitoring / ochrona",NA,NA,"338 700 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-tarasem-38m2-swietna-lokalizacja-ID4gVhY","szczecin",NA,NA,NA
"1:146","34,32 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-silver-forest-4-18-ID4eF71","szczecin",NA,NA,NA
"1:147","25,02 m²","pelna wlasnosc","1 ","do zamieszkania","1/3","zapytaj","96,06 zl","zapytaj","zapytaj","elektryczne","wtórny","prywatny","1938","kamienica","nie",NA,NA,"lodówka, meble, kuchenka, pralka","cegla","278 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-bezposrednio-od-wlasciciela-na-sprzedaz-ID4gWs8","szczecin",NA,"plastikowe",NA
"1:148","30,96 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","150 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","blok","tak",NA,NA,NA,"inne","319 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-na-os-harmonia-ID4gWnG","szczecin",NA,"plastikowe",NA
"1:149","32,59 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"cegla","417 152 zl","https://www.otodom.pl/pl/oferta/duzy-balkon-idealne-pod-inwestycje-ID4gWm0","szczecin","piwnica",NA,NA
"1:150","22 m²","pelna wlasnosc","1 ","zapytaj","2/4","zapytaj","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,"235 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-ID4gWgI","szczecin","piwnica",NA,NA
"1:151","37,21 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodny-apartament-silver-forest-4-20-ID4eF6S","szczecin",NA,NA,NA
"1:152","36 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ",NA,"kamienica","nie",NA,"drzwi / okna antywlamaniowe",NA,NA,"342 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-pod-klucz-ID4gUIH","szczecin",NA,"drewniane",NA
"1:153","28,67 m²","pelna wlasnosc","1 ","do wykonczenia","4/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"306 769 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJj6","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:154","27 m²","pelna wlasnosc","1 ","zapytaj","3/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","tak",NA,"teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"353 000 zl","https://www.otodom.pl/pl/oferta/apartament-nad-odra-z-wlasna-marina-o-prowizji-ID4gUwF","szczecin",NA,NA,NA
"1:155","35,44 m²","pelna wlasnosc","2 ","do zamieszkania","3/7","zapytaj","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2011","blok","tak",NA,NA,"meble",NA,"420 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-ul-sciegiennego-ID4gPMU","szczecin",NA,"plastikowe","2022-07-01"
"1:156","28,4 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulny-apartament-silver-forest-4-21-ID4eF6P","szczecin",NA,NA,NA
"1:157","21,4 m²","pelna wlasnosc","1 ","do zamieszkania","2/4","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1973","blok","nie",NA,NA,"meble","cegla","260 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-w-centrum-miasta-ID4gTSZ","szczecin","piwnica","plastikowe",NA
"1:158","22 m²","pelna wlasnosc","1 ","zapytaj","2/4","balkon","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1973","blok","nie","telewizja kablowa, internet",NA,"meble","cegla","259 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-miasta-pod-inwestycje-ID4gTBV","szczecin","piwnica","plastikowe",NA
"1:159","28,5 m²","pelna wlasnosc","1 ","do zamieszkania","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","tak",NA,NA,NA,NA,"309 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-komuny-paryskiej-29m2-zelechowa-ID4gO0d","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:160","25 m²","pelna wlasnosc","1 ","do zamieszkania","7/10","zapytaj","270 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","tak","telewizja kablowa, internet",NA,"meble","cegla","310 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-ID4fHJN","szczecin",NA,"plastikowe",NA
"1:161","28,4 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowoczesny-apartament-silver-forest-4-22-ID4eF6H","szczecin",NA,NA,NA
"1:162","31,59 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowy-apartament-silver-forest-4-23-ID4eF6y","szczecin",NA,NA,NA
"1:163","27,49 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"344 000 zl","https://www.otodom.pl/pl/oferta/rabaty-w-sercu-miasta-sprawdz-ID4gRXP","szczecin",NA,"plastikowe",NA
"1:164","37 m²","spóldzielcze wlasnosciowe","2 ","do wykonczenia","3/4","balkon","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","tak","telewizja kablowa, internet, telefon","monitoring / ochrona",NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/apartament-2-pok-nowe-miasto-ID4gRBm","szczecin","piwnica","plastikowe",NA
"1:165","35,14 m²","pelna wlasnosc","2 ","do zamieszkania","parter/3","ogródek","200 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","blok","nie",NA,NA,"meble","cegla","409 000 zl","https://www.otodom.pl/pl/oferta/nowe-2-pokoje-z-ogrodkiem-i-parkingiem-ID4gR2P","szczecin",NA,NA,NA
"1:166","27,5 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"345 000 zl","https://www.otodom.pl/pl/oferta/rabaty-w-sercu-miasta-sprawdz-ID4gQRP","szczecin",NA,"plastikowe",NA
"1:167","34,5 m²","pelna wlasnosc","2 ","do wykonczenia","2/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"415 000 zl","https://www.otodom.pl/pl/oferta/rabaty-w-sercu-miasta-z-widokiem-na-rzeke-ID4gQRH","szczecin",NA,"plastikowe",NA
"1:168","31,91 m²","zapytaj","1 ","do wykonczenia","zapytaj","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper",NA,"blok","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/gardenia-pogodno-1-pokojowe-30-40-m2-ID4c7qK","szczecin",NA,NA,NA
"1:169","35,5 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","balkon","200 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1956","kamienica","nie",NA,NA,NA,NA,"330 000 zl","https://www.otodom.pl/pl/oferta/duza-kawalerka-po-remoncie-w-centrum-szczecina-ID4gQvk","szczecin","pom. uzytkowe","plastikowe",NA
"1:170","27,15 m²","pelna wlasnosc","1 ","do wykonczenia","8","balkon","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","nie",NA,"drzwi / okna antywlamaniowe",NA,NA,"299 000 zl","https://www.otodom.pl/pl/oferta/okazja-kawalerka-e-plater-29m2-ID4gQui","szczecin",NA,"plastikowe",NA
"1:171","36,95 m²","pelna wlasnosc","2 ","do remontu","1/11","balkon","332 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1971","blok","tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"wielka plyta","279 000 zl","https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-z-balkonem-w-srodmiesciu-ID4gQjY","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:172","34,4 m²","pelna wlasnosc","2 ","zapytaj","2","zapytaj","280 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","nie",NA,NA,NA,NA,"385 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-34-4-m-pogodno-janickiego-ID4gPiP","szczecin",NA,"plastikowe",NA
"1:173","27 m²","pelna wlasnosc","1 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"350 000 zl","https://www.otodom.pl/pl/oferta/kup-szczecinski-apartament-spotkaj-sie-w-warszawi-ID4gOQN","szczecin","pom. uzytkowe",NA,NA
"1:174","35,69 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","300 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1895","kamienica","nie","telewizja kablowa, internet",NA,NA,"cegla","215 000 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-do-remontu-centrum-ID4gOOK","szczecin","piwnica, oddzielna kuchnia","plastikowe","2022-09-19"
"1:175","29 m²","spóldzielcze wlasnosciowe","1 ","do remontu","1/10","zapytaj","300 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1970","blok","tak","telefon","domofon / wideofon",NA,"wielka plyta","233 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-szczecin-najtansza-w-miescie-ID4gNZw","szczecin","piwnica","plastikowe",NA
"1:176","36,68 m²","zapytaj","2 ","zapytaj","parter","ogródek","170 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","nie",NA,NA,NA,NA,"409 000 zl","https://www.otodom.pl/pl/oferta/nowe-2-pok-ogrodek-miejsce-postojowe-okazja-ID4gNtA","szczecin",NA,"plastikowe",NA
"1:177","31,1 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","120 zl","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,NA,"cegla","295 450 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-niebuszewie-ID4gNaS","szczecin",NA,NA,NA
"1:178","29,76 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","120 zl","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,NA,"cegla","282 720 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-niebuszewie-ID4gN7M","szczecin",NA,NA,NA
"1:179","32,74 m²","pelna wlasnosc","1 ","do remontu","6/6","zapytaj","340 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965","blok","tak",NA,NA,"meble","cegla","269 000 zl","https://www.otodom.pl/pl/oferta/idealna-lokalizacja-pod-wynajem-lub-dla-studenta-ID4gCsg","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:180","35,08 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","nie",NA,NA,NA,"cegla","308 000 zl","https://www.otodom.pl/pl/oferta/rezerwacja-atrakcyjne-2-pokoje-35-08-m2-ID4fEEJ","szczecin",NA,NA,NA
"1:181","32,63 m²","pelna wlasnosc","1 ","do wykonczenia","6/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"440 505 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJvn","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:182","34,2 m²","pelna wlasnosc","1 ","do wykonczenia","6/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"444 600 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJug","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:183","28,67 m²","pelna wlasnosc","1 ","do wykonczenia","6/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"372 710 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJtw","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:184","34,27 m²","pelna wlasnosc","1 ","do wykonczenia","6/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"462 645 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJrs","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:185","32,63 m²","pelna wlasnosc","1 ","do wykonczenia","5/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"394 823 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJqY","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:186","34,2 m²","pelna wlasnosc","1 ","do wykonczenia","5/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"413 820 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJqH","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:187","28,67 m²","pelna wlasnosc","1 ","do wykonczenia","5/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"341 173 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJna","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:188","34,27 m²","pelna wlasnosc","1 ","do wykonczenia","5/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"428 375 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJm4","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:189","32,7 m²","pelna wlasnosc","1 ","do wykonczenia","5/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"395 670 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJkN","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:190","34,2 m²","pelna wlasnosc","1 ","do wykonczenia","4/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"400 140 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJkD","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:191","34,27 m²","pelna wlasnosc","1 ","do wykonczenia","4/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"394 105 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJim","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:192","32,7 m²","pelna wlasnosc","1 ","do wykonczenia","4/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"382 590 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gJe9","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:193","27,15 m²","pelna wlasnosc","1 ","do zamieszkania","8/12","balkon","200 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","tak",NA,"monitoring / ochrona",NA,NA,"270 000 zl","https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-emilii-plater-ID4gJdS","szczecin","piwnica, pom. uzytkowe","plastikowe",NA
"1:194","35,25 m²","pelna wlasnosc","1 ","do zamieszkania","2/5","zapytaj","300 zl","zapytaj","Film","miejskie","wtórny","biuro nieruchomosci ","1980","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, meble, piekarnik, kuchenka","wielka plyta","319 900 zl","https://www.otodom.pl/pl/oferta/hit-tomaszowska-do-wprowadzenia-319-900-zl-ID4gp9m","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:195","32,63 m²","pelna wlasnosc","1 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"368 719 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-w-prestizowym-projekcie-ID4gI75","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:196","26 m²","zapytaj","1 ","zapytaj","8/30","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,"414 700 zl","https://www.otodom.pl/pl/oferta/apartament-w-hanza-tower-ID4gag7","szczecin",NA,NA,NA
"1:197","33,6 m²","pelna wlasnosc","2 ","do zamieszkania","parter/3","zapytaj","130 zl","zapytaj","Wirtualny spacer","gazowe","wtórny","biuro nieruchomosci ","1930",NA,"nie",NA,NA,"meble","cegla","343 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-po-remocie-ID4fVCz","szczecin","piwnica","plastikowe",NA
"1:198","26,95 m²","pelna wlasnosc","1 ","do zamieszkania","parter/1","zapytaj","300 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1930","blok","nie",NA,"monitoring / ochrona",NA,"cegla","225 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-parterze-bloku-jednopietrowego-ID4fyIE","szczecin","piwnica","plastikowe",NA
"1:199","28,53 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","zapytaj","200 zl","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,NA,"cegla","300 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-miejskim-ogrzewaniem-park-kasprowicza-ID4gwaY","szczecin",NA,NA,NA
"1:200","37 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","4/4","zapytaj","250 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","nie",NA,"domofon / wideofon","lodówka, pralka",NA,"320 000 zl","https://www.otodom.pl/pl/oferta/szczecin-ul-cyryla-i-metodego-na-sprzedaz-ID4fNh1","szczecin",NA,"plastikowe",NA
"1:201","33,64 m²","zapytaj","1 ","zapytaj","2/2","zapytaj","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok","nie","telewizja kablowa, internet",NA,NA,"cegla","305 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-33-64-m-szczecin-ID4gEWM","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
