"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:486","27,42 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bez-prowizji-ID4gSq6","bydgoszcz",NA
"1:487","37,22 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bezposrednio-ID4gSq3","bydgoszcz",NA
"1:488","37,23 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-bez-prowizji-ID4gSq5","bydgoszcz",NA
"1:489","36,31 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-ID4gSpS","bydgoszcz",NA
"1:490","36,31 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4gSpT","bydgoszcz",NA
"1:491","35,91 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-bezposrednio-ID4gSpP","bydgoszcz",NA
"1:492","28,86 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4gSpx","bydgoszcz",NA
"1:493","37,66 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-ogrodek-bezposrednio-ID4gSpr","bydgoszcz",NA
"1:494","37,36 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-ID4gSpe","bydgoszcz",NA
"1:495","36,02 m²","pelna wlasnosc","1 ","do wykonczenia","5/11","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/urzecze-wystawne-mieszkanie-4-26-ID4fRk7","bydgoszcz",NA
"1:496","37 m²","zapytaj","2 ","zapytaj","2/4","balkon","340 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,"piwnica","wielka plyta","246 000 zl","https://www.otodom.pl/pl/oferta/m3-swietna-lokalizacja-os-lesne-ID4gRVt","bydgoszcz",NA
"1:497","37,3 m²","zapytaj","2 ","zapytaj","8/10","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980",NA,"plastikowe","tak",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"315 000 zl","https://www.otodom.pl/pl/oferta/2-sloneczne-pokoje-blisko-szpitala-jurasza-ID4gHGZ","bydgoszcz",NA
"1:498","30 m²","spóldzielcze wlasnosciowe","1 ","do remontu","parter/11","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1978",NA,NA,"tak",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"79 000 zl","https://www.otodom.pl/pl/oferta/udzial-1-2-w-kawalerce-na-wyzynach-ID4d8so","bydgoszcz",NA
"1:499","27,11 m²","zapytaj","1 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,"plastikowe","tak","telewizja kablowa, internet",NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-symfonia-a102-ID4gRmd","bydgoszcz",NA
"1:500","35 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","zapytaj","280 zl","zapytaj","tak","gazowe","wtórny","biuro nieruchomosci ","2021","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, rolety antywlamaniowe",NA,NA,"inne","290 000 zl","https://www.otodom.pl/pl/oferta/parter-mieszkanie-2-pokojowe-35-m2-okole-ID4fQkj","bydgoszcz",NA
"1:501","35,64 m²","zapytaj","1 ","do zamieszkania","1/3","balkon","378 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,"teren zamkniety",NA,"piwnica","cegla","264 000 zl","https://www.otodom.pl/pl/oferta/gorzyskowo-1p-blok-z-cegly-ogrodzony-duzy-balkon-ID4gQOG","bydgoszcz",NA
"1:502","37 m²","zapytaj","2 ","zapytaj","9/11","zapytaj","330 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,"domofon / wideofon",NA,NA,"inne","269 000 zl","https://www.otodom.pl/pl/oferta/przytulne-m3-po-remoncie-ok-rynku-kapusciska-ID4gieF","bydgoszcz",NA
"1:503","34,36 m²","pelna wlasnosc","1 ","do wykonczenia","5/11","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/urzecze-eleganckie-mieszkanie-4-25-ID4fRk6","bydgoszcz",NA
"1:504","25,5 m²","zapytaj","2 ","zapytaj","1/2","zapytaj","200 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"210 000 zl","https://www.otodom.pl/pl/oferta/bardzo-ladne-m3-w-kamienicy-po-remoncie-ID4gQKS","bydgoszcz",NA
"1:505","18,5 m²","zapytaj","1 ","zapytaj","2","balkon","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"175 000 zl","https://www.otodom.pl/pl/oferta/urzadzona-kawalerka-w-centrum-swietna-inwestycja-ID4fRTA","bydgoszcz",NA
"1:506","25,5 m²","pelna wlasnosc","2 ","do zamieszkania","1/2","zapytaj","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","meble",NA,"cegla","210 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-przy-parku-ID4gQDk","bydgoszcz",NA
"1:507","30 m²","spóldzielcze wl. z KW","2 ","do remontu","parter/10","zapytaj","245 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,NA,"piwnica","wielka plyta","227 000 zl","https://www.otodom.pl/pl/oferta/kapusciska-swietna-lokalizacja-parter-ID4gQzv","bydgoszcz","2022-06-17"
"1:508","31 m²","pelna wlasnosc","1 ","zapytaj","10/11","balkon","370 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980",NA,"plastikowe","nie",NA,NA,NA,"piwnica","wielka plyta","249 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-31-m2-na-szwederowie-ID4gQrE","bydgoszcz",NA
"1:509","37 m²","pelna wlasnosc","2 ","zapytaj","parter/4","zapytaj","412 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,NA,NA,"410 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokojowe-nowe-budownictwo-ID4gQlo","bydgoszcz",NA
"1:510","36 m²","pelna wlasnosc","2 ","do remontu","parter/4","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,"meble","piwnica, oddzielna kuchnia","wielka plyta","219 900 zl","https://www.otodom.pl/pl/oferta/2-pokoje-pod-inwestycje-z-najemcami-fordon-ID4gPLI","bydgoszcz","2022-06-17"
"1:511","36,95 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/industria-funkcjonalne-mieszkanie-m32-c-ID4eaPp","bydgoszcz",NA
"1:512","30 m²","zapytaj","2 ","zapytaj","parter/4","zapytaj","245 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"227 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-bloku-na-kapusciskach-ID4gPvr","bydgoszcz",NA
"1:513","32,7 m²","zapytaj","2 ","zapytaj","parter/2","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1990",NA,NA,"nie",NA,NA,NA,NA,NA,"228 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-32-70-m-bydgoszcz-ID4fXX7","bydgoszcz",NA
"1:514","37 m²","zapytaj","3 ","zapytaj","2/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"nie",NA,NA,NA,NA,NA,"240 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-bloniu-w-bloku-ID4gHGn","bydgoszcz",NA
"1:515","25,5 m²","zapytaj","2 ","zapytaj","1/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1960","kamienica",NA,"nie",NA,NA,NA,NA,NA,"210 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-blisko-centrum-ID4gMrW","bydgoszcz",NA
"1:516","27,45 m²","zapytaj","2 ","zapytaj","6/7","balkon","zapytaj","garaz/miejsce parkingowe","Film","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,"plastikowe","tak",NA,NA,NA,NA,NA,"236 070 zl","https://www.otodom.pl/pl/oferta/male-bartodzieje-komfort-w-nowoczesnej-odslonie-ID4e2b6","bydgoszcz",NA
"1:517","37 m²","zapytaj","2 ","zapytaj","1","zapytaj","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"325 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-37-m2-srodmiescie-ID4gORI","bydgoszcz",NA
"1:518","35,66 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/industria-fantastyczne-mieszkanie-m31-c-ID4eaPl","bydgoszcz",NA
"1:519","35,9 m²","pelna wlasnosc","2 ","do wykonczenia","4/11","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/urzecze-funkcjonalne-mieszkanie-4-19-ID4fRk4","bydgoszcz",NA
"1:520","37,2 m²","zapytaj","2 ","zapytaj","parter","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"277 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-20-m-bydgoszcz-ID4gOry","bydgoszcz",NA
"1:521","37 m²","zapytaj","2 ","zapytaj","zapytaj","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,"piwnica",NA,"225 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-m-bydgoszcz-ID4gOrx","bydgoszcz",NA
"1:522","37 m²","zapytaj","2 ","zapytaj","3/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,"meble","piwnica",NA,"265 000 zl","https://www.otodom.pl/pl/oferta/umeblowane-m3-na-bloniu-do-zamieszkania-ID4gFPY","bydgoszcz",NA
"1:523","34,36 m²","pelna wlasnosc","2 ","do wykonczenia","4/11","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/urzecze-wygodne-mieszkanie-4-18-ID4fRk3","bydgoszcz",NA
"1:524","19,63 m²","pelna wlasnosc","1 ","do zamieszkania","3/5","balkon","8 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","meble",NA,"silikat","210 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-nowy-blok-3-pietro-7-rent-ID4gubK","bydgoszcz",NA
"1:525","34,12 m²","zapytaj","1 ","zapytaj","parter/3","taras","zapytaj","zapytaj","Wirtualny spacer","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"303 668 zl","https://www.otodom.pl/pl/oferta/mieszkanie-bydgoszcz-blonie-ID4gB00","bydgoszcz",NA
"1:526","35,78 m²","pelna wlasnosc","2 ","do zamieszkania","2/5","balkon","8 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"silikat","345 000 zl","https://www.otodom.pl/pl/oferta/wykonczone-nowy-budynek-2-pietro-centrum-ID4eN1O","bydgoszcz",NA
"1:527","24 m²","pelna wlasnosc","1 ","do zamieszkania","parter/2","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2000","blok",NA,"nie",NA,NA,NA,NA,"cegla","225 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-osowa-gora-ID4gNE5","bydgoszcz",NA
"1:528","37,3 m²","pelna wlasnosc","2 ","zapytaj","2/4","balkon","340 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica, oddzielna kuchnia",NA,"246 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-30-m-bydgoszcz-ID4gNb1","bydgoszcz",NA
"1:529","36,91 m²","pelna wlasnosc","2 ","do zamieszkania","2/5","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","meble",NA,"silikat","359 000 zl","https://www.otodom.pl/pl/oferta/rezerwacja-studio-2-balkony-bez-pcc-ID4gMts","bydgoszcz","2021-05-20"
"1:530","25 m²","zapytaj","1 ","zapytaj","> 10/11","zapytaj","230 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","219 000 zl","https://www.otodom.pl/pl/oferta/interesujacy-widok-z-okna-kawalerki-ID4gMnV","bydgoszcz",NA
"1:531","36,05 m²","zapytaj","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"270 375 zl","https://www.otodom.pl/pl/oferta/sloneczne-2-pokojowe-mieszkanie-nowa-inwestycja-ID4dIx1","bydgoszcz",NA
"1:532","36 m²","zapytaj","3 ","zapytaj","parter/1","ogródek","360 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,"piwnica",NA,"250 000 zl","https://www.otodom.pl/pl/oferta/okole-3-pokoje-po-remoncie-polecam-ID4gLD1","bydgoszcz",NA
"1:533","35 m²","zapytaj","2 ","zapytaj","4/4","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"234 900 zl","https://www.otodom.pl/pl/oferta/m-3-na-wyzynach-ID4gLtU","bydgoszcz",NA
"1:534","28 m²","pelna wlasnosc","1 ","zapytaj","parter/2","balkon","260 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2018","blok","plastikowe","nie",NA,"teren zamkniety",NA,"oddzielna kuchnia","cegla","279 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-na-czyzkowku-nowy-blok-ID4gLd7","bydgoszcz",NA
"1:535","18 m²","zapytaj","1 ","do zamieszkania","2/2","zapytaj","150 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,"meble, piekarnik, kuchenka","pom. uzytkowe","cegla","164 500 zl","https://www.otodom.pl/pl/oferta/kawalerka-swietna-lokalizacja-dobra-inwestycja-ID4gJVO","bydgoszcz",NA
"1:536","36 m²","pelna wlasnosc","2 ","zapytaj","3/3","zapytaj","2 481 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"274 000 zl","https://www.otodom.pl/pl/oferta/komfortowe-2-pokojowe-36m2-kapusciska-ID4gJQJ","bydgoszcz",NA
"1:537","36,01 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2003","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","259 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-gorzyskowo-1p-balkon-cegla-ID4gJQf","bydgoszcz","2022-06-14"
"1:538","35 m²","zapytaj","1 ","zapytaj","parter/1","zapytaj","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,"lodówka, piekarnik, kuchenka, pralka","oddzielna kuchnia",NA,"185 000 zl","https://www.otodom.pl/pl/oferta/na-sprzedaz-przestronna-kawalerka-ID4gyWd","bydgoszcz",NA
"1:539","25,33 m²","pelna wlasnosc","1 ","do remontu","parter","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,"piwnica","cegla","139 900 zl","https://www.otodom.pl/pl/oferta/kawalerka-ul-leszczynskiego-bezposrednio-ID4eB0K","bydgoszcz",NA
"1:540","25,5 m²","pelna wlasnosc","2 ","zapytaj","1/2","zapytaj","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia","cegla","210 000 zl","https://www.otodom.pl/pl/oferta/szwederowo-m3-po-remoncie-polecam-ID4glQ8","bydgoszcz",NA
"1:541","30 m²","zapytaj","2 ","zapytaj","parter","zapytaj","295 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1900","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica","cegla","250 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-30-m-bydgoszcz-ID4gHLY","bydgoszcz",NA
"1:542","25 m²","pelna wlasnosc","1 ","do zamieszkania","parter/2","zapytaj","285 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1940","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","cegla","209 000 zl","https://www.otodom.pl/pl/oferta/okole-kawalerka-do-wprowadzenia-ID4gHct","bydgoszcz","2022-05-16"
"1:543","36 m²","zapytaj","1 ","zapytaj","1/3","balkon","378 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2002","blok","drewniane","nie",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","264 000 zl","https://www.otodom.pl/pl/oferta/m2-cegla-2002-i-p-balkon-cena-gorzyskowo-ID4gH0z","bydgoszcz",NA
"1:544","30 m²","zapytaj","2 ","do remontu","parter/11","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak",NA,NA,NA,NA,"wielka plyta","218 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-parterze-ok-30-m2-kapus-ID4gGxq","bydgoszcz",NA
"1:545","32,13 m²","zapytaj","2 ","do wykonczenia","parter/5","ogródek","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-wyzyny-apartamenty-uroczy-apartament-b27-ID4ddzC","bydgoszcz","2023-08-31"
"1:546","36 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,"silikat","320 000 zl","https://www.otodom.pl/pl/oferta/zaplac-teraz-20-a-reszte-do-konca-roku-ID4gFUG","bydgoszcz",NA
"1:547","19,8 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","balkon","220 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka","oddzielna kuchnia",NA,"200 000 zl","https://www.otodom.pl/pl/oferta/m-2-umeblowane-20-m2-4-pietro-blok-os-blonie-ID4g452","bydgoszcz",NA
"1:548","26,5 m²","zapytaj","1 ","zapytaj","4/5","taras","240 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec",NA,"tak",NA,"teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","365 000 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerka-umeblowana-perlowa-dolina-ID4gFk3","bydgoszcz",NA
"1:549","37,36 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","3/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,NA,"inne","260 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-blonie-ID4gFch","bydgoszcz",NA
"1:550","25 m²","zapytaj","1 ","zapytaj","> 10/11","zapytaj","230 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"piwnica",NA,"209 000 zl","https://www.otodom.pl/pl/oferta/m2-z-widokiem-na-panorame-miasta-wzgorze-wolnosci-ID4gEZm","bydgoszcz",NA
"1:551","26,5 m²","zapytaj","2 ","zapytaj","4/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,NA,NA,"365 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-perlowa-dolina-szwederowo-ID4gEZk","bydgoszcz",NA
"1:552","25,5 m²","pelna wlasnosc","2 ","zapytaj","1/2","zapytaj","200 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,NA,"cegla","210 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-szwederowo-ID4gEpw","bydgoszcz",NA
"1:553","20 m²","pelna wlasnosc","1 ","zapytaj","1","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"199 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-po-kapit-rem-na-inwestycje-pod-wynajem-ID4gDMu","bydgoszcz",NA
"1:554","26,5 m²","pelna wlasnosc","2 ","do zamieszkania","4/5","balkon","240 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","pustak","365 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-perlowa-dolina-ID4gDyE","bydgoszcz","2022-05-11"
"1:555","36,5 m²","zapytaj","2 ","zapytaj","2/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1930",NA,NA,"nie",NA,NA,NA,NA,NA,"329 000 zl","https://www.otodom.pl/pl/oferta/2-kawalerki-w-cenie-jednego-mieszkania-ID4gDhy","bydgoszcz",NA
"1:556","29,54 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","balkon","270 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2015","blok","plastikowe","tak","internet",NA,NA,"oddzielna kuchnia","inne","265 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-eskulapa-30m2-na-parterze-z-tarasem-ID4g8nQ","bydgoszcz",NA
