"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Dostepne od"
"1:2155","33 m²","zapytaj","2 ","do wykonczenia","parter/5","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"456 246 zl","https://www.otodom.pl/pl/oferta/metro-chrzanow-l-wysoki-standard-ID4gPVE","warszawa","piwnica, pom. uzytkowe",NA
"1:2156","28 m²","zapytaj","1 ","do wykonczenia","2/12","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"455 000 zl","https://www.otodom.pl/pl/oferta/apartamentowiec-zaraz-oddanie-okazja-ID4gPVz","warszawa","piwnica, pom. uzytkowe",NA
"1:2157","35,34 m²","pelna wlasnosc","2 ","do remontu","3/4","balkon","445 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1961","blok","plastikowe","tak",NA,NA,NA,"cegla","620 000 zl","https://www.otodom.pl/pl/oferta/ciche-z-balkonem-2-pok-pl-bankowy-super-oferta-ID4gPV5","warszawa","piwnica, oddzielna kuchnia",NA
"1:2158","30,35 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","drewniane","tak","telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",NA,NA,"306 000 zl","https://www.otodom.pl/pl/oferta/skmswietnainfrastrukturaoknanazachod272cmsufit-ID4gBcZ","warszawa",NA,NA
"1:2159","32 m²","pelna wlasnosc","1 ","do zamieszkania","1/7","balkon","500 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ","2020","blok","drewniane","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","cegla","960 000 zl","https://www.otodom.pl/pl/oferta/unikalna-kawalerka-w-apartamentowcu-sienna-65-ID4gPRz","warszawa",NA,NA
"1:2160","32,47 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4fjZW","warszawa",NA,NA
"1:2161","32,25 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4fjZS","warszawa",NA,NA
"1:2162","34 m²","zapytaj","1 ","zapytaj","2/10","balkon","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1980",NA,NA,"nie",NA,NA,NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/duzy-balkon-zielen-cisza-balaton-ID4gPKt","warszawa","piwnica",NA
"1:2163","27,52 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","balkon","282 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1960",NA,"plastikowe","nie",NA,NA,NA,NA,"530 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-srodmiescie-ID4gcUe","warszawa",NA,"2022-04-11"
"1:2164","36 m²","pelna wlasnosc","2 ","do zamieszkania","4/8","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2014","apartamentowiec",NA,"tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","meble",NA,"624 900 zl","https://www.otodom.pl/pl/oferta/duzy-balkon-basen-na-juz-ID4fOcu","warszawa",NA,NA
"1:2165","38 m²","zapytaj","2 ","zapytaj","1/10","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-z-balkonem-idealna-inwestycja-ID4gPzA","warszawa",NA,NA
"1:2166","37,5 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","3/11","balkon","500 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona","lodówka, piekarnik, kuchenka, pralka","wielka plyta","600 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-aleja-lotnikow-ID4foOd","warszawa","piwnica",NA
"1:2167","37,64 m²","zapytaj","2 ","do zamieszkania","3/4","balkon","434 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ","2021","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,"520 000 zl","https://www.otodom.pl/pl/oferta/nowe-1-2-pokoje-apartament-metro-ID4gPm6","warszawa",NA,NA
"1:2168","15 m²","zapytaj","1 ","do zamieszkania","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1956","kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"cegla","364 000 zl","https://www.otodom.pl/pl/oferta/kamienica-przy-metrze-nowolipie-ID4gOdc","warszawa",NA,NA
"1:2169","27 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","parter/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1936","kamienica",NA,"nie",NA,"teren zamkniety",NA,"cegla","475 000 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerka-na-starym-zoliborzu-w-kamienicy-ID4gPle","warszawa","oddzielna kuchnia, pom. uzytkowe",NA
"1:2170","31,63 m²","zapytaj","2 ","do wykonczenia","3/5","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,"system alarmowy, monitoring / ochrona",NA,"zelbet","509 654,19 zl","https://www.otodom.pl/pl/oferta/apartament-2-pokoje-32-m-ursynow-odbior-2022-ID4gPhT","warszawa",NA,"2022-10-01"
"1:2171","36,7 m²","pelna wlasnosc","2 ","do zamieszkania","parter/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1977","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",NA,"540 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-blisko-metra-do-wprowadzenia-ID4gPgs","warszawa","piwnica",NA
"1:2172","35 m²","pelna wlasnosc","2 ","do zamieszkania","3/3","balkon","523 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2002","apartamentowiec",NA,"nie","telewizja kablowa, internet","teren zamkniety, domofon / wideofon","meble, piekarnik, kuchenka",NA,"368 000 zl","https://www.otodom.pl/pl/oferta/2002r-balkon-ladny-widok-plac-zabaw-blisko-las-ID4gAAr","warszawa","piwnica",NA
"1:2173","37,8 m²","zapytaj","2 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"514 999 zl","https://www.otodom.pl/pl/oferta/blisko-centrum-przy-metrze-swietny-uklad-ID4gP9T","warszawa","piwnica, pom. uzytkowe",NA
"1:2174","33,2 m²","zapytaj","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"464 800 zl","https://www.otodom.pl/pl/oferta/blisko-centrum-przy-metrze-swietny-uklad-ID4gP9Q","warszawa","piwnica, pom. uzytkowe",NA
"1:2175","28,3 m²","zapytaj","1 ","zapytaj","3/10","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1964","blok","plastikowe","nie",NA,NA,NA,"wielka plyta","475 500 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-warszawa-wola-ID4gP85","warszawa",NA,NA
"1:2176","37,1 m²","zapytaj","2 ","do zamieszkania","parter/10","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1973","blok","plastikowe","nie",NA,NA,NA,"wielka plyta","499 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-warszawa-wola-kolo-ID4gP6m","warszawa",NA,NA
"1:2177","35 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","260 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","kamienica","plastikowe","nie",NA,NA,"meble","cegla","525 000 zl","https://www.otodom.pl/pl/oferta/gotowy-2-pak-inwestycyjny-ID4gP35","warszawa",NA,"2022-05-23"
"1:2178","33,6 m²","pelna wlasnosc","1 ","do wykonczenia","2/16","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"699 000 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-loggia-ID4fBZK","warszawa",NA,NA
"1:2179","34,5 m²","pelna wlasnosc","1 ","do zamieszkania","2/4","zapytaj","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1957","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona","meble","cegla","405 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-z-potencjalem-aranzacyjnym-ID4gg8i","warszawa","piwnica","2022-04-12"
"1:2180","35,46 m²","pelna wlasnosc","1 ","do zamieszkania","9/9","zapytaj","550 zl","zapytaj","Wirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","2001","blok",NA,"tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"pustak","460 000 zl","https://www.otodom.pl/pl/oferta/1-pokoj-ul-stryjenskich-19-ID4gKnr","warszawa",NA,NA
"1:2181","36,84 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"523 128 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-ogrodek-bezposrednio-ID4fC4t","warszawa",NA,NA
"1:2182","35,89 m²","zapytaj","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024",NA,"plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"514 722 zl","https://www.otodom.pl/pl/oferta/duze-okna-ekspozycja-wschodnia-metro-ID4gOI9","warszawa","piwnica, pom. uzytkowe",NA
"1:2183","34,32 m²","pelna wlasnosc","2 ","do zamieszkania","4/12","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak",NA,NA,NA,NA,"639 000 zl","https://www.otodom.pl/pl/oferta/emilii-plater-2-pokoje-ciche-ID4gKTR","warszawa","piwnica, pom. uzytkowe",NA
"1:2184","27,48 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bez-prowizji-ID4e3Im","warszawa",NA,NA
"1:2185","32,56 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-ogrodek-ID4fk1H","warszawa",NA,NA
"1:2186","32,37 m²","pelna wlasnosc","1 ","do wykonczenia","1","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","pierwotny","deweloper","2024","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/ursus-classic-etap-ii-mieszkanie-c1-4-01-m-08-ID4g1xg","warszawa",NA,NA
"1:2187","35,69 m²","zapytaj","2 ","do wykonczenia","2","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec",NA,"tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"inne","330 133 zl","https://www.otodom.pl/pl/oferta/swietnie-skomunikowane-blisko-trasy-s8-okazja-ID4gxQI","warszawa",NA,NA
"1:2188","35,69 m²","zapytaj","2 ","do wykonczenia","1","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec",NA,"tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"inne","326 564 zl","https://www.otodom.pl/pl/oferta/swietny-dojazd-do-metra-marymont-super-cena-ID4gxWQ","warszawa",NA,NA
"1:2189","28,02 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"inne","256 383 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-w-cenie-kawalerki-ID4gxaN","warszawa",NA,NA
"1:2190","36,58 m²","pelna wlasnosc","2 ","zapytaj","9/9","zapytaj","1 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble","inne","699 000 zl","https://www.otodom.pl/pl/oferta/perla-w-srodmiesciu-z-widokiem-na-pkin-ID4gOoS","warszawa",NA,NA
"1:2191","35 m²","spóldzielcze wlasnosciowe","2 ","zapytaj","10/10","zapytaj","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1967","blok","plastikowe","tak","telewizja kablowa, internet",NA,"zmywarka, piekarnik, kuchenka","beton","430 000 zl","https://www.otodom.pl/pl/oferta/blisko-do-metra-ciche-jasne-zielona-okolica-ID4gOo0","warszawa","oddzielna kuchnia",NA
"1:2192","37,98 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","parter/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1963","blok",NA,"nie",NA,NA,NA,NA,"440 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-przy-metrze-ks-janusza-wola-ID4g3j5","warszawa","oddzielna kuchnia",NA
"1:2193","35,9 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4gN0s","warszawa",NA,NA
"1:2194","37 m²","zapytaj","2 ","do zamieszkania","5/17","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2001","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,"cegla","534 999 zl","https://www.otodom.pl/pl/oferta/wyjatkowa-oferta-metro-natolin-ID4gFru","warszawa","oddzielna kuchnia",NA
"1:2195","36,6 m²","spóldzielcze wlasnosciowe","2 ","do remontu","parter/9","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1981","blok",NA,"tak","telewizja kablowa, internet",NA,NA,"wielka plyta","458 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowa-kawalerka-na-bemowie-okazja-ID4gObE","warszawa","piwnica, oddzielna kuchnia",NA
"1:2196","34 m²","zapytaj","1 ","do zamieszkania","3","zapytaj","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975",NA,NA,"tak",NA,NA,NA,NA,"520 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34m-mokotow-obok-metra-wilanowska-ID4gO9H","warszawa","oddzielna kuchnia",NA
"1:2197","26,58 m²","pelna wlasnosc","1 ","do wykonczenia","parter/8","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","drewniane","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,"inne","524 000 zl","https://www.otodom.pl/pl/oferta/apartament-z-ogrodem-w-samym-sercu-warszawy-ID4gO78","warszawa","piwnica, pom. uzytkowe","2023-12-01"
"1:2198","37 m²","spóldzielcze wlasnosciowe","1 ","do remontu","> 10/12","balkon","590 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1981","blok","plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona","meble","wielka plyta","390 000 zl","https://www.otodom.pl/pl/oferta/37m-duzy-taras-10-m2-swietny-widok-na-warszawe-ID4gO4k","warszawa","piwnica, oddzielna kuchnia",NA
"1:2199","36 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","10/10","zapytaj","535 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1967","blok","plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona","meble","wielka plyta","430 000 zl","https://www.otodom.pl/pl/oferta/36m2-2-pokoje-widna-kuchnia-blisko-metra-ID4gO0K","warszawa","piwnica, oddzielna kuchnia",NA
"1:2200","37 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","balkon","450 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1962","blok","plastikowe","nie",NA,"domofon / wideofon, monitoring / ochrona","meble","inne","537 000 zl","https://www.otodom.pl/pl/oferta/topowy-adres-wsrod-zieleni-i-pelnej-komunikacji-ID4gD0r","warszawa","piwnica","2022-05-10"
"1:2201","27 m²","zapytaj","1 ","do zamieszkania","1/5","zapytaj","zapytaj","zapytaj","Film","miejskie","wtórny","biuro nieruchomosci ","1950","kamienica",NA,"nie",NA,NA,"meble","cegla","715 000 zl","https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-historycznym-budynku-ID4gNQ1","warszawa",NA,NA
"1:2202","37,1 m²","pelna wlasnosc","2 ","zapytaj","1/3","balkon","470 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1961",NA,"plastikowe","nie","internet",NA,NA,NA,"650 000 zl","https://www.otodom.pl/pl/oferta/po-remoncie-ciche-zielone-super-komunikacja-ID4gNLL","warszawa","piwnica, oddzielna kuchnia",NA
"1:2203","25,9 m²","zapytaj","1 ","zapytaj","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"362 600 zl","https://www.otodom.pl/pl/oferta/32m2-idealna-pod-wynajem-2-stacje-metra-koneser-ID4gNJm","warszawa","pom. uzytkowe",NA
"1:2204","35 m²","pelna wlasnosc","1 ","zapytaj","1/4","zapytaj","588 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1950",NA,"plastikowe","nie","telewizja kablowa, internet","monitoring / ochrona",NA,"cegla","595 000 zl","https://www.otodom.pl/pl/oferta/1-2-pokoje-w-centrum-metro-pl-bankowy-ID4gNJ3","warszawa","piwnica",NA
"1:2205","37 m²","pelna wlasnosc","2 ","zapytaj","4/6","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1924",NA,NA,"nie",NA,NA,NA,NA,"747 000 zl","https://www.otodom.pl/pl/oferta/male-w-kamienicy-ID4gNyo","warszawa",NA,NA
"1:2206","27 m²","spóldzielcze wl. z KW","1 ","do remontu","3/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1966","blok",NA,"nie",NA,NA,"meble","wielka plyta","345 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-na-bielanach-27-m2-ID4gNwi","warszawa",NA,NA
"1:2207","32,12 m²","zapytaj","1 ","zapytaj","> 10/29","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,NA,"882 501 zl","https://www.otodom.pl/pl/oferta/22-pietro-piekny-widok-i-topowa-lokalizacja-ID4gNqz","warszawa",NA,"2024-08-30"
"1:2208","25 m²","zapytaj","1 ","do zamieszkania","parter/4","balkon","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2022",NA,"plastikowe","nie",NA,NA,NA,NA,"420 000 zl","https://www.otodom.pl/pl/oferta/wykonczone-pod-klucz-wysoki-parter-z-balkonem-ID4gNmh","warszawa","pom. uzytkowe",NA
"1:2209","24,4 m²","pelna wlasnosc","1 ","do zamieszkania","7/10","balkon","380 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak",NA,"monitoring / ochrona","meble",NA,"389 000 zl","https://www.otodom.pl/pl/oferta/warszawa-bielany-ul-dorycka-ID4gNgg","warszawa","piwnica, pom. uzytkowe",NA
"1:2210","36 m²","zapytaj","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024",NA,"plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"508 832 zl","https://www.otodom.pl/pl/oferta/duzy-balkonekspozycja-wschodniametro-ID4gN0u","warszawa","piwnica, pom. uzytkowe",NA
"1:2211","35 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","zapytaj","260 zl","zapytaj","tak","miejskie","wtórny","prywatny","1955","blok","plastikowe","nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","cegla","525 000 zl","https://www.otodom.pl/pl/oferta/gotowy-2-pak-inwestycyjny-ID4gMPt","warszawa","piwnica","2022-06-01"
"1:2212","37 m²","spóldzielcze wl. z KW","2 ","do remontu","4/14","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak","internet, telefon","domofon / wideofon","meble","wielka plyta","490 000 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-na-ochocie-przy-hali-banacha-ID4fTSp","warszawa",NA,NA
"1:2213","36,95 m²","zapytaj","2 ","do wykonczenia","parter/5","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak","internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"419 898 zl","https://www.otodom.pl/pl/oferta/ogrod-21m2-200m-autobus-teren-ogrodzony-ID4gMHf","warszawa","pom. uzytkowe",NA
"1:2214","28,34 m²","pelna wlasnosc","1 ","zapytaj","1/7","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2012","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"550 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-28-34-m-warszawa-ID4gMDI","warszawa",NA,NA
"1:2215","26,91 m²","zapytaj","1 ","zapytaj","3/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"376 740 zl","https://www.otodom.pl/pl/oferta/32m2-idealne-pod-wynajem-2-stacje-metra-koneser-ID4gMBC","warszawa","pom. uzytkowe",NA
"1:2216","33,07 m²","zapytaj","1 ","zapytaj","2/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"439 831 zl","https://www.otodom.pl/pl/oferta/32m2-idealna-na-start-2-stacje-metra-koneser-ID4gMBA","warszawa","pom. uzytkowe",NA
"1:2217","31 m²","zapytaj","1 ","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,"440 000 zl","https://www.otodom.pl/pl/oferta/ostatni-lokal-z-widokiem-centrum-23vat-balkon-18-ID4gMyU","warszawa",NA,NA
"1:2218","25 m²","zapytaj","1 ","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,"312 000 zl","https://www.otodom.pl/pl/oferta/apartament-z-najemnca-312000-gotowiec-inwestycy-ID4gMyE","warszawa",NA,NA
"1:2219","36,5 m²","pelna wlasnosc","1 ","do remontu","4/6","balkon","410 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1990","blok",NA,"tak",NA,"monitoring / ochrona","meble","cegla","542 345 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-z-potencjalem-inwestycyjnym-ID4gMxd","warszawa","piwnica, pom. uzytkowe",NA
"1:2220","37 m²","spóldzielcze wl. z KW","2 ","do remontu","4/14","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok",NA,"tak",NA,"monitoring / ochrona",NA,"wielka plyta","490 000 zl","https://www.otodom.pl/pl/oferta/dobrze-skomunikowane-mieszkanie-na-ochocie-ID4gMwo","warszawa",NA,NA
"1:2221","37,76 m²","pelna wlasnosc","2 ","do zamieszkania","7/10","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1980","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","wielka plyta","440 000 zl","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-niedaleko-metra-brodno-ID4gxjo","warszawa","piwnica",NA
